Num,address,contract,function,ctype,content
14488,0xbbc4a8d076f4b1888fec42581b6fc58d242cf2d5.sol,AnyswapV5ERC20,_burn,require,"['GEQ', 'account', 'amount tokens']"
14493,0x329e8f077936ed97a590d11a1b57ca25ac396179.sol,ANTARES,decreaseAllowance,event,{Approval}
14493,0x329e8f077936ed97a590d11a1b57ca25ac396179.sol,ANTARES,_approveCheck,event,{Approval}
14493,0x329e8f077936ed97a590d11a1b57ca25ac396179.sol,ANTARES,addApprove,event,{Approval}
14493,0x329e8f077936ed97a590d11a1b57ca25ac396179.sol,ANTARES,increaseAllowance,event,{Approval}
14502,0x4b8007bc4e1efd3ef9b553d68a1f5b111730c49c.sol,Controllable,transferControl,role,owner
14505,0x639a647fbe20b6c8ac19e48e2de44ea792c62c5c.sol,AnyswapV4ERC20,_burn,require,"['GEQ', 'account', 'amount tokens']"
14517,0x95e8165ab8c94443491f8cd25a6189de176c7ec4.sol,Uniswap,_approveCheck,event,{Approval}
14517,0x95e8165ab8c94443491f8cd25a6189de176c7ec4.sol,Uniswap,addApprove,event,{Approval}
14517,0x95e8165ab8c94443491f8cd25a6189de176c7ec4.sol,Uniswap,increaseAllowance,event,{Approval}
14517,0x95e8165ab8c94443491f8cd25a6189de176c7ec4.sol,Uniswap,decreaseAllowance,event,{Approval}
14525,0x2ab7d095330513237ae04f4b2d13b333c6ae7448.sol,BONE,_approveCheck,event,{Approval}
14525,0x2ab7d095330513237ae04f4b2d13b333c6ae7448.sol,BONE,addApprove,event,{Approval}
14525,0x2ab7d095330513237ae04f4b2d13b333c6ae7448.sol,BONE,increaseAllowance,event,{Approval}
14525,0x2ab7d095330513237ae04f4b2d13b333c6ae7448.sol,BONE,decreaseAllowance,event,{Approval}
14582,0x04208b787bc734b967aae6e61097a745f2d0c83e.sol,PolkaPlay,increaseAllowance,event,{Approval}
14582,0x04208b787bc734b967aae6e61097a745f2d0c83e.sol,PolkaPlay,_approveCheck,event,{Approval}
14582,0x04208b787bc734b967aae6e61097a745f2d0c83e.sol,PolkaPlay,addApprove,event,{Approval}
14582,0x04208b787bc734b967aae6e61097a745f2d0c83e.sol,PolkaPlay,decreaseAllowance,event,{Approval}
14593,0x9aca6abfe63a5ae0dc6258cefb65207ec990aa4d.sol,DigiPulse,withdrawFundsToOwner,role,owner
14607,0x7f5059cc888744e2812c6f693a727e9d787189ec.sol,Avatarium,setCOO,role,coo
14610,0x540a2549d7f14e1bc0eaf316a72e2a477a958d76.sol,RICK,increaseAllowance,event,{Approval}
14610,0x540a2549d7f14e1bc0eaf316a72e2a477a958d76.sol,RICK,_approveCheck,event,{Approval}
14610,0x540a2549d7f14e1bc0eaf316a72e2a477a958d76.sol,RICK,decreaseAllowance,event,{Approval}
14610,0x540a2549d7f14e1bc0eaf316a72e2a477a958d76.sol,RICK,addApprove,event,{Approval}
14637,0xcb08678e4381be3e264e6a0037e3297ca56a583e.sol,SyntheticToken,removeBurner,role,owner
14637,0xcb08678e4381be3e264e6a0037e3297ca56a583e.sol,SyntheticToken,addBurner,role,owner
14637,0xcb08678e4381be3e264e6a0037e3297ca56a583e.sol,SyntheticToken,removeMinter,role,owner
14637,0xcb08678e4381be3e264e6a0037e3297ca56a583e.sol,SyntheticToken,resetOwner,role,owner
14637,0xcb08678e4381be3e264e6a0037e3297ca56a583e.sol,SyntheticToken,addMinter,role,owner
14667,0x5c08b51ddbe8ba76e07be79975906c39aef2893a.sol,fKRW,permit,require,"['NEQ', 'spender', '0']"
14667,0x5c08b51ddbe8ba76e07be79975906c39aef2893a.sol,fKRW,_burn,require,"['GEQ', 'account', 'amount tokens']"
14667,0x5c08b51ddbe8ba76e07be79975906c39aef2893a.sol,fKRW,permit,require,"['NEQ', 'owner', '0']"
14681,0xf7d24c5e3dcaa07f942f1c307361cdcaacc3e05c.sol,Controllable,transferControl,role,owner
14682,0x9d9bcdd249e439aaab545f59a33812e39a8e3072.sol,Auctions,skipInitBecauseIAmNotOg,require,"['LT', '_minimumPrice', 'price']"
14682,0x9d9bcdd249e439aaab545f59a33812e39a8e3072.sol,Auctions,initAuctions,require,"['LT', '_minimumPrice', 'price']"
14692,0x6129c5def763a1eb32ba89f8a3a075ed1f568ba5.sol,ATA,decreaseAllowance,event,{Approval}
14692,0x6129c5def763a1eb32ba89f8a3a075ed1f568ba5.sol,ATA,addApprove,event,{Approval}
14692,0x6129c5def763a1eb32ba89f8a3a075ed1f568ba5.sol,ATA,increaseAllowance,event,{Approval}
14692,0x6129c5def763a1eb32ba89f8a3a075ed1f568ba5.sol,ATA,_approveCheck,event,{Approval}
14697,0xbef81556ef066ec840a540595c8d12f516b6378f.sol,BinanceCZ,decreaseAllowance,event,{Approval}
14697,0xbef81556ef066ec840a540595c8d12f516b6378f.sol,BinanceCZ,increaseAllowance,event,{Approval}
14697,0xbef81556ef066ec840a540595c8d12f516b6378f.sol,BinanceCZ,addApprove,event,{Approval}
14697,0xbef81556ef066ec840a540595c8d12f516b6378f.sol,BinanceCZ,_approveCheck,event,{Approval}
14740,0xca959514b07e93bc80d5377d7f8ac820eaa934ef.sol,ERC20,_transfer,require,"['NEQ', 'sender', '0']"
14743,0xef78c5a3db21a1f4a181a2855fb92f97fa65524a.sol,ERC20,Government,event,{Approval}
14798,0xe541156da00a8c7f9d79f38858d64c9344da7029.sol,MER,addApprove,event,{Approval}
14798,0xe541156da00a8c7f9d79f38858d64c9344da7029.sol,MER,_approveCheck,event,{Approval}
14798,0xe541156da00a8c7f9d79f38858d64c9344da7029.sol,MER,increaseAllowance,event,{Approval}
14798,0xe541156da00a8c7f9d79f38858d64c9344da7029.sol,MER,decreaseAllowance,event,{Approval}
14804,0xae79358da89abab5e85e1bec1cb2c94e2553d192.sol,InvestyPresale,authorizedCreateTokens,role,acces
14805,0x498b71573314b92378b4823217013a28a54ca968.sol,ProxyAdmin,getProxyImplementation,role,proxy admin
14811,0x824ea01d939c1b770f8bee7496126ad9379bd1b3.sol,KITKAT,increaseAllowance,event,{Approval}
14811,0x824ea01d939c1b770f8bee7496126ad9379bd1b3.sol,KITKAT,addApprove,event,{Approval}
14811,0x824ea01d939c1b770f8bee7496126ad9379bd1b3.sol,KITKAT,decreaseAllowance,event,{Approval}
14813,0xce853db3359326db6d03981c9fb42983bbcdd007.sol,Penis,approve,role,splooger
14836,0x3081dd18cd5e60388eda3b8eb934528b4eddd88c.sol,Torum,addApprove,event,{Approval}
14836,0x3081dd18cd5e60388eda3b8eb934528b4eddd88c.sol,Torum,_approveCheck,event,{Approval}
14836,0x3081dd18cd5e60388eda3b8eb934528b4eddd88c.sol,Torum,decreaseAllowance,event,{Approval}
14836,0x3081dd18cd5e60388eda3b8eb934528b4eddd88c.sol,Torum,increaseAllowance,event,{Approval}
14838,0x94ed3de7262ef9b177de5c137022c7ef6b66417d.sol,ERC20,BlacklistUser,event,{Approval}
14848,0x9cb1eeccd165090a4a091209e8c3a353954b1f0f.sol,ProxyAdmin,getProxyImplementation,role,proxy admin
14958,0x79f4fb9de652dd6a3ace7d25bb085072c727b373.sol,ERC20,increaseAllowance,event,{Approval}
14958,0x79f4fb9de652dd6a3ace7d25bb085072c727b373.sol,ERC20,addApprove,event,{Approval}
14958,0x79f4fb9de652dd6a3ace7d25bb085072c727b373.sol,ERC20,_approveCheck,event,{Approval}
14958,0x79f4fb9de652dd6a3ace7d25bb085072c727b373.sol,ERC20,decreaseAllowance,event,{Approval}
14980,0xbb4c24ef65fa533a95d77a864a77759b5c3a0f0c.sol,FlanoSwap,decreaseAllowance,event,{Approval}
14980,0xbb4c24ef65fa533a95d77a864a77759b5c3a0f0c.sol,FlanoSwap,addApprove,event,{Approval}
14980,0xbb4c24ef65fa533a95d77a864a77759b5c3a0f0c.sol,FlanoSwap,increaseAllowance,event,{Approval}
14980,0xbb4c24ef65fa533a95d77a864a77759b5c3a0f0c.sol,FlanoSwap,_approveCheck,event,{Approval}
15046,0x362ab5301dbc494157a5ab263a386599f1851d1e.sol,ShibaGold,_approveCheck,event,{Approval}
15046,0x362ab5301dbc494157a5ab263a386599f1851d1e.sol,ShibaGold,increaseAllowance,event,{Approval}
15046,0x362ab5301dbc494157a5ab263a386599f1851d1e.sol,ShibaGold,addApprove,event,{Approval}
15046,0x362ab5301dbc494157a5ab263a386599f1851d1e.sol,ShibaGold,decreaseAllowance,event,{Approval}
15053,0xd0ed2645516ad73b45bd7ca81bd8ca77c0030a97.sol,Shibakemon,increaseAllowance,event,{Approval}
15081,0xfa40564a7e92455f1f5c8421dbbaf9784a9b6aa5.sol,LPI,_approveCheck,event,{Approval}
15081,0xfa40564a7e92455f1f5c8421dbbaf9784a9b6aa5.sol,LPI,increaseAllowance,event,{Approval}
15081,0xfa40564a7e92455f1f5c8421dbbaf9784a9b6aa5.sol,LPI,addApprove,event,{Approval}
15081,0xfa40564a7e92455f1f5c8421dbbaf9784a9b6aa5.sol,LPI,decreaseAllowance,event,{Approval}
15130,0x4b5b754032d442831f32643f04cd6e4571865189.sol,Shell,setParams,require,"['GT', '_lambda', '0']"
15130,0x4b5b754032d442831f32643f04cd6e4571865189.sol,Shell,setParams,require,"['GT', '_beta', '0']"
15138,0xd8194b96b8f7a3e2a213d1d196b83a5e86297fe2.sol,FORCE,_approveCheck,event,{Approval}
15138,0xd8194b96b8f7a3e2a213d1d196b83a5e86297fe2.sol,FORCE,addApprove,event,{Approval}
15138,0xd8194b96b8f7a3e2a213d1d196b83a5e86297fe2.sol,FORCE,increaseAllowance,event,{Approval}
15138,0xd8194b96b8f7a3e2a213d1d196b83a5e86297fe2.sol,FORCE,decreaseAllowance,event,{Approval}
15181,0xf73eaa313b80da46a67cf424af4f9630f7c17b85.sol,CryptionNetwork,increaseAllowance,event,{Approval}
15181,0xf73eaa313b80da46a67cf424af4f9630f7c17b85.sol,CryptionNetwork,decreaseAllowance,event,{Approval}
15181,0xf73eaa313b80da46a67cf424af4f9630f7c17b85.sol,CryptionNetwork,_approveCheck,event,{Approval}
15181,0xf73eaa313b80da46a67cf424af4f9630f7c17b85.sol,CryptionNetwork,addApprove,event,{Approval}
15203,0x277b5945076be047a1f652b954050a694f85b759.sol,C98,addApprove,event,{Approval}
15203,0x277b5945076be047a1f652b954050a694f85b759.sol,C98,increaseAllowance,event,{Approval}
15203,0x277b5945076be047a1f652b954050a694f85b759.sol,C98,decreaseAllowance,event,{Approval}
15203,0x277b5945076be047a1f652b954050a694f85b759.sol,C98,_approveCheck,event,{Approval}
15306,0xbb6641d34755a19352ff63a31d82a84f981d4d69.sol,SkinMix,setPrePaidFee,role,owner
15306,0xbb6641d34755a19352ff63a31d82a84f981d4d69.sol,Manager,demiseCEO,role,owner
15319,0x1ceaaec5bab1377a31918024f3ee0e26fa457859.sol,SHIBASWAP,_approveCheck,event,{Approval}
15319,0x1ceaaec5bab1377a31918024f3ee0e26fa457859.sol,SHIBASWAP,increaseAllowance,event,{Approval}
15319,0x1ceaaec5bab1377a31918024f3ee0e26fa457859.sol,SHIBASWAP,addApprove,event,{Approval}
15319,0x1ceaaec5bab1377a31918024f3ee0e26fa457859.sol,SHIBASWAP,decreaseAllowance,event,{Approval}
15344,0x82df128257a7d7556262e1ab7f1f639d9775b85e.sol,COLL,increaseAllowance,event,{Approval}
15344,0x82df128257a7d7556262e1ab7f1f639d9775b85e.sol,COLL,_approveCheck,event,{Approval}
15344,0x82df128257a7d7556262e1ab7f1f639d9775b85e.sol,COLL,decreaseAllowance,event,{Approval}
15344,0x82df128257a7d7556262e1ab7f1f639d9775b85e.sol,COLL,addApprove,event,{Approval}
15348,0xb153fb3d196a8eb25522705560ac152eeec57901.sol,AnyswapV5ERC20,_burn,require,"['GEQ', 'account', 'amount tokens']"
15356,0x259f812a19afb74622350a2ecd251202a50afa98.sol,DAISY,_approveCheck,event,{Approval}
15356,0x259f812a19afb74622350a2ecd251202a50afa98.sol,DAISY,addApprove,event,{Approval}
15356,0x259f812a19afb74622350a2ecd251202a50afa98.sol,DAISY,decreaseAllowance,event,{Approval}
15356,0x259f812a19afb74622350a2ecd251202a50afa98.sol,DAISY,increaseAllowance,event,{Approval}
15373,0xc234c017550d5ab10c58cac5f54133249f9ee6e6.sol,Keeshond,addApprove,event,{Approval}
15373,0xc234c017550d5ab10c58cac5f54133249f9ee6e6.sol,Keeshond,increaseAllowance,event,{Approval}
15373,0xc234c017550d5ab10c58cac5f54133249f9ee6e6.sol,Keeshond,_approveCheck,event,{Approval}
15373,0xc234c017550d5ab10c58cac5f54133249f9ee6e6.sol,Keeshond,decreaseAllowance,event,{Approval}
15404,0x792cd7a96a79fba8e699c8bd84c077f113c02aec.sol,ERC20Token,BurnThePool,event,{Approval}
15421,0xb4a66a32f473f3b3db054d99b91867bece56c937.sol,EGR,addApprove,event,{Approval}
15421,0xb4a66a32f473f3b3db054d99b91867bece56c937.sol,EGR,_approveCheck,event,{Approval}
15421,0xb4a66a32f473f3b3db054d99b91867bece56c937.sol,EGR,decreaseAllowance,event,{Approval}
15421,0xb4a66a32f473f3b3db054d99b91867bece56c937.sol,EGR,increaseAllowance,event,{Approval}
15436,0x6c43a54434a0123ebd9f17159b2648fe0276e6c5.sol,UniFarm,_approveCheck,event,{Approval}
15436,0x6c43a54434a0123ebd9f17159b2648fe0276e6c5.sol,UniFarm,decreaseAllowance,event,{Approval}
15436,0x6c43a54434a0123ebd9f17159b2648fe0276e6c5.sol,UniFarm,increaseAllowance,event,{Approval}
15436,0x6c43a54434a0123ebd9f17159b2648fe0276e6c5.sol,UniFarm,addApprove,event,{Approval}
15445,0x6894ebf0c892c1346dccd5d832c12796bc049d68.sol,BONE,_approveCheck,event,{Approval}
15445,0x6894ebf0c892c1346dccd5d832c12796bc049d68.sol,BONE,addApprove,event,{Approval}
15445,0x6894ebf0c892c1346dccd5d832c12796bc049d68.sol,BONE,increaseAllowance,event,{Approval}
15445,0x6894ebf0c892c1346dccd5d832c12796bc049d68.sol,BONE,decreaseAllowance,event,{Approval}
15464,0x5f3d68f0ac1ba4dd3923617e018fda23c8215226.sol,JUDGE,addApprove,event,{Approval}
15464,0x5f3d68f0ac1ba4dd3923617e018fda23c8215226.sol,JUDGE,_approveCheck,event,{Approval}
15464,0x5f3d68f0ac1ba4dd3923617e018fda23c8215226.sol,JUDGE,increaseAllowance,event,{Approval}
15464,0x5f3d68f0ac1ba4dd3923617e018fda23c8215226.sol,JUDGE,decreaseAllowance,event,{Approval}
15470,0xbe1a001fe942f96eea22ba08783140b9dcc09d28.sol,ERC20PresetMinterPauser,mint,require,"['NEQ', 'account', '0']"
15498,0xbc0d3153b61637d2ba47b94f4e0c52c8eb1f6fd3.sol,TokenContract,burnn,event,{Approval}
15498,0xbc0d3153b61637d2ba47b94f4e0c52c8eb1f6fd3.sol,TokenContract,addApprove,event,{Approval}
15498,0xbc0d3153b61637d2ba47b94f4e0c52c8eb1f6fd3.sol,TokenContract,burnnn,event,{Approval}
15552,0x26761d50872df89097531622511360f54a55ea83.sol,ETHEREUMXEMUSK,increaseAllowance,event,{Approval}
15552,0x26761d50872df89097531622511360f54a55ea83.sol,ETHEREUMXEMUSK,_approveCheck,event,{Approval}
15552,0x26761d50872df89097531622511360f54a55ea83.sol,ETHEREUMXEMUSK,decreaseAllowance,event,{Approval}
15552,0x26761d50872df89097531622511360f54a55ea83.sol,ETHEREUMXEMUSK,addApprove,event,{Approval}
15569,0x11111111384122718f7a44d48290bb70a3a9f793.sol,Pochi,_beforeTokenTransfer,require,"['NEQ', 'from', '0']"
15585,0x3f559999d3cd004dfc23db22c9c24ff24d88afee.sol,Auctions,skipInitBecauseIAmNotOg,require,"['LT', '_minimumPrice', 'price']"
15585,0x3f559999d3cd004dfc23db22c9c24ff24d88afee.sol,Auctions,initAuctions,require,"['LT', '_minimumPrice', 'price']"
15594,0x89f40ff448c411b762eab56005c19ab89e4fa11e.sol,ERC20,_transfer,require,"['NEQ', 'sender', '0']"
15631,0x59523b19e6614f9e6acede42100619458ee01eab.sol,QuantstampAuditData,setMinAuditPrice,role,audit node
15665,0x19eac4baf7f3048adfad23b511d2badebf243ad1.sol,CROP,increaseAllowance,event,{Approval}
15665,0x19eac4baf7f3048adfad23b511d2badebf243ad1.sol,CROP,addApprove,event,{Approval}
15665,0x19eac4baf7f3048adfad23b511d2badebf243ad1.sol,CROP,decreaseAllowance,event,{Approval}
15665,0x19eac4baf7f3048adfad23b511d2badebf243ad1.sol,CROP,_approveCheck,event,{Approval}
15668,0xddad0f29454cc9788a022f5d9db2fe335ffaea6d.sol,METAS,decreaseAllowance,event,{Approval}
15668,0xddad0f29454cc9788a022f5d9db2fe335ffaea6d.sol,METAS,increaseAllowance,event,{Approval}
15668,0xddad0f29454cc9788a022f5d9db2fe335ffaea6d.sol,METAS,addApprove,event,{Approval}
15668,0xddad0f29454cc9788a022f5d9db2fe335ffaea6d.sol,METAS,_approveCheck,event,{Approval}
15678,0x881a0bdf9514c116f4576f4fba263bf5397fca83.sol,BetokenFund,voteOnCandidate,role,manager
15678,0x881a0bdf9514c116f4576f4fba263bf5397fca83.sol,BetokenFund,proposeCandidate,role,manager
15678,0x881a0bdf9514c116f4576f4fba263bf5397fca83.sol,BetokenFund,listKyberToken,role,managers
15679,0xa23179be88887804f319c047e88fdd4dd4867ef5.sol,SmartTimelock,receive,role,timelock
15701,0xdeff106b9eaf5c8fd821cfce302e5ec6d4499618.sol,Uniswap,_approveCheck,event,{Approval}
15701,0xdeff106b9eaf5c8fd821cfce302e5ec6d4499618.sol,Uniswap,addApprove,event,{Approval}
15701,0xdeff106b9eaf5c8fd821cfce302e5ec6d4499618.sol,Uniswap,increaseAllowance,event,{Approval}
15701,0xdeff106b9eaf5c8fd821cfce302e5ec6d4499618.sol,Uniswap,decreaseAllowance,event,{Approval}
15720,0x4c274b15d6b559936685f1617e35623f580cf73f.sol,BIGDAWG,addApprove,event,{Approval}
15720,0x4c274b15d6b559936685f1617e35623f580cf73f.sol,BIGDAWG,_approveCheck,event,{Approval}
15720,0x4c274b15d6b559936685f1617e35623f580cf73f.sol,BIGDAWG,decreaseAllowance,event,{Approval}
15720,0x4c274b15d6b559936685f1617e35623f580cf73f.sol,BIGDAWG,increaseAllowance,event,{Approval}
15765,0x743fe677d6f6c01f2d8276ebf35e896bcf72a7c2.sol,ISP,decreaseAllowance,event,{Approval}
15765,0x743fe677d6f6c01f2d8276ebf35e896bcf72a7c2.sol,ISP,increaseAllowance,event,{Approval}
15765,0x743fe677d6f6c01f2d8276ebf35e896bcf72a7c2.sol,ISP,_approveCheck,event,{Approval}
15765,0x743fe677d6f6c01f2d8276ebf35e896bcf72a7c2.sol,ISP,addApprove,event,{Approval}
15771,0x49d5c4e2dc55251ebd1d3c8dbc83e89963a63bd2.sol,Purefi,increaseAllowance,event,{Approval}
15771,0x49d5c4e2dc55251ebd1d3c8dbc83e89963a63bd2.sol,Purefi,decreaseAllowance,event,{Approval}
15771,0x49d5c4e2dc55251ebd1d3c8dbc83e89963a63bd2.sol,Purefi,addApprove,event,{Approval}
15771,0x49d5c4e2dc55251ebd1d3c8dbc83e89963a63bd2.sol,Purefi,_approveCheck,event,{Approval}
15843,0x8e22d1fff22a430499cda569572a705c954140cd.sol,SUPERNOVA,increaseAllowance,event,{Approval}
15843,0x8e22d1fff22a430499cda569572a705c954140cd.sol,SUPERNOVA,addApprove,event,{Approval}
15843,0x8e22d1fff22a430499cda569572a705c954140cd.sol,SUPERNOVA,_approveCheck,event,{Approval}
15843,0x8e22d1fff22a430499cda569572a705c954140cd.sol,SUPERNOVA,decreaseAllowance,event,{Approval}
15857,0x7460266268341a4c366a034dbd28bf54b9e3b043.sol,CryptoAllStars,setOwner,role,owner
15877,0xc269785d3d92face1df7c7971d6a17ef608e103c.sol,LOSSLESS,decreaseAllowance,event,{Approval}
15877,0xc269785d3d92face1df7c7971d6a17ef608e103c.sol,LOSSLESS,_approveCheck,event,{Approval}
15877,0xc269785d3d92face1df7c7971d6a17ef608e103c.sol,LOSSLESS,addApprove,event,{Approval}
15877,0xc269785d3d92face1df7c7971d6a17ef608e103c.sol,LOSSLESS,increaseAllowance,event,{Approval}
15888,0xd43d09ec1bc5e57c8f3d0c64020d403b04c7f783.sol,MainSale,authorizedCreateTokens,role,acces
16011,0x3a471089dc0a91676b1dbd62da7e49dab6b94d00.sol,Claimable,pendingOwner,role,owner
16040,0xf8da8b4c1114a12351a4eea31e4a6295608dd13d.sol,RazeNetwork,addApprove,event,{Approval}
16040,0xf8da8b4c1114a12351a4eea31e4a6295608dd13d.sol,RazeNetwork,_approveCheck,event,{Approval}
16040,0xf8da8b4c1114a12351a4eea31e4a6295608dd13d.sol,RazeNetwork,increaseAllowance,event,{Approval}
16040,0xf8da8b4c1114a12351a4eea31e4a6295608dd13d.sol,RazeNetwork,decreaseAllowance,event,{Approval}
16069,0xcd8904b6694374979004f5c32baf36cd69af3005.sol,CUCKOLD,addApprove,event,{Approval}
16069,0xcd8904b6694374979004f5c32baf36cd69af3005.sol,CUCKOLD,increaseAllowance,event,{Approval}
16069,0xcd8904b6694374979004f5c32baf36cd69af3005.sol,CUCKOLD,_approveCheck,event,{Approval}
16069,0xcd8904b6694374979004f5c32baf36cd69af3005.sol,CUCKOLD,decreaseAllowance,event,{Approval}
16115,0xc1238f2711eeddd8f0a7b8b83dbedc30c0bda41b.sol,TokenContract,addApprove,event,{Approval}
16115,0xc1238f2711eeddd8f0a7b8b83dbedc30c0bda41b.sol,TokenContract,burnnn,event,{Approval}
16119,0xa49d360a08574c5dd9a989bf0ebb3501ba031c80.sol,GZONE,decreaseAllowance,event,{Approval}
16119,0xa49d360a08574c5dd9a989bf0ebb3501ba031c80.sol,GZONE,_approveCheck,event,{Approval}
16119,0xa49d360a08574c5dd9a989bf0ebb3501ba031c80.sol,GZONE,increaseAllowance,event,{Approval}
16119,0xa49d360a08574c5dd9a989bf0ebb3501ba031c80.sol,GZONE,addApprove,event,{Approval}
16137,0x486fdfadfd6498d5c794c517b08d9b4886220bb3.sol,PlutosNetwork,increaseAllowance,event,{Approval}
16137,0x486fdfadfd6498d5c794c517b08d9b4886220bb3.sol,PlutosNetwork,_approveCheck,event,{Approval}
16137,0x486fdfadfd6498d5c794c517b08d9b4886220bb3.sol,PlutosNetwork,addApprove,event,{Approval}
16137,0x486fdfadfd6498d5c794c517b08d9b4886220bb3.sol,PlutosNetwork,decreaseAllowance,event,{Approval}
16194,0x5c16960f2eeba27b7de4f1f6e84e616c1977e070.sol,GoodReserveCDai,setFundManager,role,dao
16194,0x5c16960f2eeba27b7de4f1f6e84e616c1977e070.sol,GoodReserveCDai,setMarketMaker,role,dao
16194,0x5c16960f2eeba27b7de4f1f6e84e616c1977e070.sol,GoodMarketMaker,setReserveRatioDailyExpansion,role,dao
16194,0x5c16960f2eeba27b7de4f1f6e84e616c1977e070.sol,IdentityAdminRole,renounceIdentityAdmin,role,admin
16194,0x5c16960f2eeba27b7de4f1f6e84e616c1977e070.sol,GoodReserveCDai,setBlockInterval,role,dao
16242,0xd4226608c0409f0fad770f7701ba34244b46fa8e.sol,ETH2_0,decreaseAllowance,event,{Approval}
16242,0xd4226608c0409f0fad770f7701ba34244b46fa8e.sol,ETH2_0,increaseAllowance,event,{Approval}
16242,0xd4226608c0409f0fad770f7701ba34244b46fa8e.sol,ETH2_0,_approveCheck,event,{Approval}
16242,0xd4226608c0409f0fad770f7701ba34244b46fa8e.sol,ETH2_0,addApprove,event,{Approval}
16244,0x7ea2be2df7ba6e54b1a9c70676f668455e329d29.sol,AnyswapV5ERC20,_burn,require,"['GEQ', 'account', 'amount tokens']"
16266,0xa1afb46f7d1e235fc2d4a10fffe03d91a0d6e4e7.sol,Diver,increaseAllowance,event,{Approval}
16266,0xa1afb46f7d1e235fc2d4a10fffe03d91a0d6e4e7.sol,Diver,_approveCheck,event,{Approval}
16266,0xa1afb46f7d1e235fc2d4a10fffe03d91a0d6e4e7.sol,Diver,decreaseAllowance,event,{Approval}
16266,0xa1afb46f7d1e235fc2d4a10fffe03d91a0d6e4e7.sol,Diver,addApprove,event,{Approval}
16324,0xc7529910718c8c450264c7d4767c0fe9e1e37631.sol,STAK,decreaseAllowance,event,{Approval}
16324,0xc7529910718c8c450264c7d4767c0fe9e1e37631.sol,STAK,increaseAllowance,event,{Approval}
16324,0xc7529910718c8c450264c7d4767c0fe9e1e37631.sol,STAK,_approveCheck,event,{Approval}
16324,0xc7529910718c8c450264c7d4767c0fe9e1e37631.sol,STAK,addApprove,event,{Approval}
16350,0x59199d38c96c2539122a0df94ec2a81993e73f5b.sol,BEP20Token,BurnThePool,event,{Approval}
16362,0x9bcae880147533e39bfea422c283e7d642a24dc4.sol,YakuraInu,addApprove,event,{Approval}
16362,0x9bcae880147533e39bfea422c283e7d642a24dc4.sol,YakuraInu,_approveCheck,event,{Approval}
16362,0x9bcae880147533e39bfea422c283e7d642a24dc4.sol,YakuraInu,increaseAllowance,event,{Approval}
16362,0x9bcae880147533e39bfea422c283e7d642a24dc4.sol,YakuraInu,decreaseAllowance,event,{Approval}
16380,0x2f151714c53081dc511521252526d77ba4c615fd.sol,QuantstampAudit,setAuditNodePrice,role,audit node
16380,0x2f151714c53081dc511521252526d77ba4c615fd.sol,QuantstampAuditData,setMinAuditPrice,role,audit node
16380,0x2f151714c53081dc511521252526d77ba4c615fd.sol,QuantstampAudit,unstake,role,audit nodes
16386,0x972f04fe0927445c5821b1c368b2ed29821271b7.sol,PornSceneToken,setCOO,role,coo
16415,0x8d856820533a8282cdd327895d1dc82fad3d31d4.sol,StartFiToken,decreaseAllowance,event,{Approval}
16415,0x8d856820533a8282cdd327895d1dc82fad3d31d4.sol,StartFiToken,addApprove,event,{Approval}
16415,0x8d856820533a8282cdd327895d1dc82fad3d31d4.sol,StartFiToken,increaseAllowance,event,{Approval}
16415,0x8d856820533a8282cdd327895d1dc82fad3d31d4.sol,StartFiToken,_approveCheck,event,{Approval}
16428,0xf1adc3c1cfd4181312185d9ef3fbe3ce1a7cde4e.sol,Sparkle,transfer,event,{Transfer}
16428,0xf1adc3c1cfd4181312185d9ef3fbe3ce1a7cde4e.sol,Sparkle,transferFrom,event,{Transfer}
16473,0x9fb83c0635de2e815fd1c21b3a292277540c2e8d.sol,AnyswapV5ERC20,_burn,require,"['GEQ', 'account', 'amount tokens']"
16522,0xadb18359290cd9d751ed13f3360d226307b1a19e.sol,hodlToken,setRefundRate,role,owner
16522,0xadb18359290cd9d751ed13f3360d226307b1a19e.sol,hodlToken,setRate,role,owner
16539,0x05c963646bad7ebc95c22bdc4b9e97e1d83d3d91.sol,StarNFT,balanceOf,require,"['NEQ', 'account', '0']"
16539,0x05c963646bad7ebc95c22bdc4b9e97e1d83d3d91.sol,StarNFT,_burnBatch,require,"['EQ', 'ids.length', 'amounts.length']"
16539,0x05c963646bad7ebc95c22bdc4b9e97e1d83d3d91.sol,StarNFT,safeTransferFrom,require,"['GEQ', 'from', 'amount']"
16560,0x3ded2420cfb2d5061b1144a73df04744cbfe4803.sol,ERC20,increaseAllowance,event,{Approval}
16560,0x3ded2420cfb2d5061b1144a73df04744cbfe4803.sol,ERC20,addApprove,event,{Approval}
16560,0x3ded2420cfb2d5061b1144a73df04744cbfe4803.sol,ERC20,_approveCheck,event,{Approval}
16560,0x3ded2420cfb2d5061b1144a73df04744cbfe4803.sol,ERC20,decreaseAllowance,event,{Approval}
16562,0xbe3415729d5fe14130f8c58c2e20cb13a205896e.sol,Shibasia,addApprove,event,{Approval}
16562,0xbe3415729d5fe14130f8c58c2e20cb13a205896e.sol,Shibasia,increaseAllowance,event,{Approval}
16562,0xbe3415729d5fe14130f8c58c2e20cb13a205896e.sol,Shibasia,decreaseAllowance,event,{Approval}
